id,pass,pass_title,severity,component,location,summary,confidence,fix_commit,regression_test,status
POST-F15,post,Post-census: found after the audit closed,fragile,clients,fedbrew/clients/local_update_modes.py,"one local_iterations value gives K parameter updates per client per round under single_batch, frozen_batch_gradients and full_gradient and K times the client's batch count under sequential_epoch, which is also what a rule that leaves update_mode unset runs, so arms that differ in update shape are not comparable at equal local_iterations",certain,,,
POST-F16,post,Post-census: found after the audit closed,silent-degradation,core,fedbrew/core/config.py,"the defaults block accepted any key and read only global_rounds and local_iterations, so defaults.bogus_key: 7 loaded and a stale, misplaced or misspelled key beside the two real ones was silently dropped -- the closed-schema contract every other block keeps",certain,,tests/test_unknown_config_keys.py,fixed
POST-F17,post,Post-census: found after the audit closed,fragile,tests,tests/test_client_splits_is_declared.py,"test_every_shipped_generator_config_validates skipped any config whose dataset.name no registered generator answered to and never loaded the config's dataset.extensions, so run alone it checked 14 of the 24 shipped generator configs and passed, and it checked the ten example configs only when an earlier test in the same process had loaded their extensions",certain,,tests/test_client_splits_is_declared.py,fixed
POST-F18,post,Post-census: found after the audit closed,silent-degradation,core,fedbrew/core/config.py,"client.frozen_gradient_weighting is required of every fedavg, centralized and fedavg_ft config but read only under update_mode frozen_batch_gradients, so under single_batch and sequential_epoch any of its three values loads and changes nothing",certain,,,
POST-F19,post,Post-census: found after the audit closed,fragile,clients,fedbrew/clients/local_update_modes.py,"frozen_batch_gradients under frozen_gradient_weighting examples weights each batch gradient by its example count, which on the causal-LM task, whose loss is a mean over active tokens, is 53.5% from the gradient of the pass on two batches of 2 and 8 tokens; no shipped arm runs that pair",certain,,tests/test_frozen_gradient_weighting.py,fixed
POST-F20,post,Post-census: found after the audit closed,fragile,docs,examples/drift-quad/README.md,"the tuning section reports 61 of 861 grid points tripping the divergence guard, but the grid the same section quotes gives 540 points per dial setting and 1620 across the three, so 861 follows from no shipped grid and the sweep artifacts it was measured from are not in the tree",certain,,,
POST-F21,post,Post-census: found after the audit closed,fragile,clients,fedbrew/clients/local_update_modes.py,"run_sgd_update_mode required and checked frozen_gradient_weighting under every update_mode but read it only under frozen_batch_gradients, so a caller running single_batch, sequential_epoch or full_gradient had to state a weighting that changes nothing",certain,,tests/test_frozen_gradient_weighting.py,fixed
POST-F22,post,Post-census: found after the audit closed,wrong-results,core,fedbrew/core/runner.py,"a fresh start into an output_dir holding a finished run of a different config replaced that run -- run.json, round_metrics.csv and the checkpoints -- with nothing refused and nothing on disk saying the settings had changed; only a different seed was refused",certain,,tests/test_run_json_resume_accounting.py tests/test_resume_refuses_a_changed_hyperparameter.py,fixed
POST-F23,post,Post-census: found after the audit closed,fragile,core,fedbrew/core/checkpointing.py,"save_checkpoint, save_latest_checkpoint and save_best_checkpoint called torch.save on the target path and save_run_json wrote run.json with write_text, so a process killed inside the write left a truncated file where the previous complete one had been; a time limit left a SCAFFOLD point's latest.pt at zero bytes at round 7235 of 10000, so resuming it can only restart from round 1",certain,,tests/test_checkpoint_writes_survive_a_kill.py,fixed
POST-F24,post,Post-census: found after the audit closed,fragile,core,fedbrew/core/loop.py,"each round wrote its checkpoints before its round_metrics.csv row and run.json, so a kill between them left the checkpoint one round ahead of the history a resume replays and the run could not be continued; a 12 h time limit left all ten stopped SCAFFOLD points of a 10000-round sweep that way",certain,,tests/test_a_round_commits_its_checkpoint_last.py,fixed
POST-F25,post,Post-census: found after the audit closed,fragile,core,fedbrew/core/loop.py,"a resume whose checkpoint round_metrics.csv did not reach deleted the attempt -- checkpoints, the CSVs and run.json -- printed one line and started again from round 1, so a stopped 10000-round run came back as a fresh one with nothing left to decide from; --resume-latest did that to a copy of a stopped SCAFFOLD point and would have done it to all ten",certain,,tests/test_a_refused_resume_changes_nothing.py,fixed
POST-F26,post,Post-census: found after the audit closed,silent-degradation,core,fedbrew/core/config.py,"load_config read the top-level blocks it knew by name and never looked at the rest, so a misspelled optional block loaded and the run took that block's defaults: evaluaton: moved train evaluation from all clients to the participating ones, divergance: dropped blowup_absolute: 23.0, and client_statstics: loaded too; only the blocks themselves were closed",certain,,tests/test_unknown_config_keys.py,fixed
POST-F27,post,Post-census: found after the audit closed,silent-degradation,servers,fedbrew/servers/scaffold.py,"ScaffoldServer summed each client's control_delta outside WeightedStateAccumulator and checked none of it, so a finite model beside a NaN or Inf control_delta aggregated normally and left the non-finite value in server_control, which the update c <- c + (1/N) sum(dc_i) keeps for the rest of the run and the next checkpoint writes to disk",certain,,tests/test_scaffold_control_state_is_finite.py,fixed
POST-F28,post,Post-census: found after the audit closed,fragile,servers,fedbrew/servers/scaffold.py,"ScaffoldServer.aggregate_stream and FedLALRServer.aggregate_stream folded every fit result without the check FedAvgServer runs on each one, so with identical tensor shapes an adapter-scoped result was averaged into a full-state server, and a full result into an adapter one, where FedAvg refuses both; a result from another base model, revision, adapter or LoRA config was not refused either",certain,,tests/test_federated_state_compatibility.py,fixed
POST-F29,post,Post-census: found after the audit closed,fragile,core,fedbrew/core/config.py,"chapter 07 listed LoRA under any rule, but fedprox and scaffold load and return the whole model's state_dict and fedlalr looks its AMSGrad moments up by parameter names that under a PEFT adapter carry the adapter name, so each paired with hf_causal_lm_lora passed config load and --validate-only and failed in round 1 after the model was built",certain,,tests/test_adapter_state_support.py,fixed
POST-F30,post,Post-census: found after the audit closed,silent-degradation,core,fedbrew/core/config.py,"model.active_target_weighting is read only by the causal-LM task's aggregation-weight hook, which fedprox and scaffold never call, so the key set true, or left to its causal_lm_sft default, loaded, was recorded, and changed nothing: both rules weighted by the train split's tokens",certain,,tests/test_active_target_weighting_is_honoured_or_refused.py,fixed
